Law Id,State,Title,Text,Enacted Date,Amended Date,Recent?,Sequence Number,Type,Agency,Significant Update Date,Expired Date,Archived Date,Repealed Date,Topic,Technology Categories,Incentive Categories,Regulation Categories,User Categories,References
12141,MS,Electric Vehicle and Hybrid Electric Vehicle (HEV) Fees,"In addition to standard registration fees, all-electric vehicle owners
must pay an annual fee of \$150 and plug-in hybrid electric vehicle and
HEV owners must pay an annual fee of \$75. Beginning July 1, 2021, the
Mississippi Department of Revenue will increase the fee annually to
account for inflation, equal to the increase in the Consumer Price Index
for urban consumers for the prior year.

(Reference [Mississippi Code 27-19-21 and 27-19-23](http://www.lexisnexis.com/hottopics/mscode/))",2018-10-01 00:00:00 UTC,,false,20,Laws and Regulations,"",2019-01-07 15:23:59 UTC,,,,"",ELEC|HEV|PHEV,"",EVFEE|FUEL,FLEET|IND,http://billstatus.ls.state.ms.us/20181E/pdf/mainmenu.htm|http://www.lexisnexis.com/hottopics/mscode/
12147,MN,Electric Vehicle (EV) Charging Station Rebate and Time-Of-Use (TOU) Rate - LREC,"Lake Region Electric Cooperative (LREC) offers a TOU rate to members
with EVs enrolled in the ChargeWise program. To be eligible for the TOU
rate, vehicles must use a separate sub-metered circuit. LREC offers
customers the ability to power an EV with 100% wind energy for the
lifetime of the vehicle.

LREC also offers a rebate of up to \$500 for the installation of Level 1
or Level 2 EV charging station.

For more information, see the LREC
[ChargeWise](https://www.lrec.coop/products-service/chargewise) website.
",,,false,22,Utility/Private Incentives,"",2019-02-08 20:50:19 UTC,,,,"",ELEC|PHEV,RBATE|TOU,"",STATION|IND,""
12150,VT,Electric Vehicle (EV) Incentives - Burlington Electric Department (BED),"BED provides low- or no-interest loans for the purchase of a new EV.
Eligible customers can also apply for a rebate of \$2,300 towards the
purchase of a new all-electric vehicle (EV) or \$2,000 towards the
purchase of a plug-in hybrid electric vehicle (PHEV). An additional
\$600 is available for moderate income customers buying an EV or \$300
for a PHEV. Vehicles must have a manufacturer's suggested retail price
that is less than or equal to \$60,000. Additional terms and conditions
apply. For more information, including income eligibility, see the BED
[Electric Vehicles](https://www.burlingtonelectric.com/ev#financing)
website.
",,,false,17,Utility/Private Incentives,"",2019-02-08 21:00:47 UTC,,,,"",ELEC|PHEV,LOANS,"",IND,""
12151,VT,Electric Vehicle (EV) Time-Of-Use (TOU) Rate and EV Charging Rebate - BED,"Burlington Electric Department (BED) offers a TOU rate to residential
customers who own an EV. To qualify, customers must install a WiFi
enabled EV charging station.

BED also offers a rebate of up to \$900 for the purchase and
installation of a qualifying Wifi enabled EV charging stations for
customers that have enrolled in BED's Residential EV Rate. Eligible
applicants must have purchased an EV charging station within 60 days of
the acquisition of the EV.

For more information, see the BED [EV
Rate](https://www.burlingtonelectric.com/evrate) website.
",,,false,18,Utility/Private Incentives,"",2019-02-08 21:02:41 UTC,,,,"",ELEC|PHEV,RBATE|TOU,"",STATION|IND,""
12152,VT,Residential Electric Vehicle (EV) Charging Station Incentive - Green Mountain Power (GMP),"GMP residential customers are eligible for a free Level 2 EV charging
station when they purchase a new or pre-owned plug-in electric vehicle.
For more information about these incentives, see the GMP [In-Home Level
2 EV
Charger](https://greenmountainpower.com/rebates-programs/electric-vehicles/in-home-ev-charger/)
website.
",,,false,23,Utility/Private Incentives,"",2019-02-08 21:04:23 UTC,,,,"",ELEC|PHEV,RBATE,"",STATION|IND,""
12182,AR,Hybrid Electric Vehicle (HEV) and Electric Vehicle (EV) Fee,"HEV and EV owners must pay an annual fee in addition to other
registration fees. The fee is \$200 for all-electric vehicles, \$100 for
plug-in hybrid electric vehicles, and \$50 for HEVs. Fees contribute to
the State Highway and Transportation Department Fund. After July 1,
2024, the fees will also go to the County Aid Fund, and the Municipal
Aid Fund. Vehicles that are registered with a military service and
veterans special license plate with permanent decal pursuant to Arkansas
Code 27-24-201 are exempt from the annual fee.

(Reference [Arkansas Code 19-6-301(265), 27-14-614, and 27-24-201](http://www.lexisnexis.com/hottopics/arcode/Default.asp) and [House Bill 1354, 2023](https://www.arkleg.state.ar.us/Bills/Detail?id=HB1354&ddBienniumSession=2023%2F2023R))",2019-03-05 00:00:00 UTC,2023-03-06 00:00:00 UTC,false,25,Laws and Regulations,"",2019-04-02 15:10:55 UTC,,,,"",ELEC|HEV|PHEV,"",EVFEE|FUEL,IND,http://www.arkleg.state.ar.us/assembly/2019/2019R/Pages/Home.aspx|http://www.lexisnexis.com/hottopics/arcode/Default.asp|http://www.arkleg.state.ar.us/assembly/|https://www.arkleg.state.ar.us/Bills/Detail?id=HB1354&ddBienniumSession=2023%2F2023R
12185,CO,Electric Vehicle (EV) Loan Program – Gunnison County Electric Association (GCEA),"GCEA members may borrow an EV for one day without any cost or mileage
restrictions. For more information, including how to apply, see the GCEA
[EV Test Drive
Program](https://www.gcea.coop/energy-efficiency/electric-vehicles/ev-test-drive-program/)
website.
",,,false,39,Utility/Private Incentives,"",2019-04-02 15:17:31 UTC,,,,"",ELEC|PHEV,LOANS,"",IND,""
12190,UT,Road Usage Charge Program,"The owner of an all-electric vehicle (EV), plug-in hybrid electric
vehicle (PHEV), and hybrid electric vehicle (HEV) may enroll in the Utah
Department of Transportation's (UDOT) mileage-based roadway operations
and maintenance fee program in lieu of paying additional EV, PHEV, or
HEV [registration fees](https://afdc.energy.gov/laws/12063). To
participate, the owner or lessee must enroll, report mileage driven, and
pay the road usage fee for each payment period. Road use fees are as
follows:

::: {data-align=""center""}
  Year             Fee per Mile   Maximum Total Annual Fee
  ---------------- -------------- --------------------------
  2023 to 2025     \$0.01         \$130.25
  2026 to 2032     \$0.0125       \$180
  2032 and Later   \$0.015        \$240
:::

In 2023, a six-month option with a prorated maximum road use fee will
also be available. Beginning in 2024, UDOT may adjust the mileage fee
and the Utah Tax Commission may adjust the maximum annual fee amount.
Additional conditions apply. For more information, see the UDOT [Road
Usage Charge](https://roadusagecharge.utah.gov/) website.

(Reference [Utah Code 72-1-213.1](https://le.utah.gov/xcode/code.html))",2019-04-01 00:00:00 UTC,2022-03-21 00:00:00 UTC,false,25,Laws and Regulations,"",2022-04-08 16:00:29 UTC,,,,"",ELEC|HEV|PHEV,"",FUEL,FLEET|IND,https://le.utah.gov/xcode/code.html|https://le.utah.gov/
12199,ND,Electric Vehicle (EV) Fee,"EV owners must pay an annual fee in addition to other registration fees.
The fee is \$120 for all-electric vehicles, \$50 for plug-in hybrid
electric vehicles, and \$20 for electric motorcycles. Fees contribute to
the Highway Tax Distribution Fund.

(Reference [North Dakota Century Code 39-04-19.2](http://www.legis.nd.gov/general-information/north-dakota-century-code))",2019-04-11 00:00:00 UTC,,false,62,Laws and Regulations,"",2019-04-19 16:44:30 UTC,,,,"",ELEC|PHEV,"",EVFEE|FUEL,FLEET|IND,https://www.legis.nd.gov/|http://www.legis.nd.gov/general-information/north-dakota-century-code
12200,ND,Electric Vehicle (EV) Charging Signage and Parking Space Regulation,"A parking space designated for EVs must be indicated by signage approved
by the North Dakota Department of Transportation that indicates that it
is only for EV charging. The signage must be consistent with the U.S.
Department of Transportation Federal Highway Administration's Manual on
Uniform Traffic Control Devices.

An individual is not allowed to stop, stand, or park a motor vehicle
within any parking space specifically designated for parking and
charging EVs unless the motor vehicle is connected to the charger. A fee
of \$50 applies for non-EVs that park in spaces designated for EVs.

(Reference [North Dakota Century
Code](http://www.legis.nd.gov/general-information/north-dakota-century-code)
39-13-06 and 39-10-50.1)
",2019-04-01 00:00:00 UTC,,false,65,Laws and Regulations,"",2019-04-19 16:47:47 UTC,,,,"",ELEC|PHEV,"",OTHER,STATION|IND,https://www.legis.nd.gov/|http://www.legis.nd.gov/general-information/north-dakota-century-code
12202,PA,Electric Vehicle (EV) Credit – Duquesne Light Company (DLC),"DLC offers a \$50 gift card or direct deposit to residential customers
who purchase or lease an EV. For more information, including how to
apply, see the DLC
[EVs](https://www.duquesnelight.com/energy-money-savings/electric-vehicles)
website.
",,,false,48,Utility/Private Incentives,"",2019-04-23 18:13:53 UTC,,,,"",ELEC|PHEV,OTHER|RBATE,"",IND,""
12203,OH,Electric Drive Vehicle Registration Fee,"Electric drive vehicles owners must pay an annual fee in addition to
other registration fees. The fee is \$200 for electric vehicles and
\$100 for hybrid electric vehicles.

(Reference [Ohio Revised Code 4501.01 and 4503.10](https://codes.ohio.gov/ohio-revised-code))",2019-04-03 00:00:00 UTC,,false,48,Laws and Regulations,"",2019-04-26 14:41:02 UTC,,,,"",ELEC|HEV|PHEV,"",EVFEE|FUEL,FLEET|IND,https://www.legislature.ohio.gov/|https://codes.ohio.gov/ohio-revised-code
12205,AL,Electric Vehicle (EV) Fee,"EV owners must pay an annual fee in addition to standard registration
fees. All-electric vehicle owners must pay an annual fee of \$200 and
plug-in hybrid electric vehicle owners must pay an annual fee of \$100.
Beginning July 1, 2023 and every fourth year thereafter, EV fees will
increase by \$3. A portion of fees contribute to the Electric
Transportation Infrastructure Grant Program, which provides grants for
EV charging stations.

(Reference [Code of Alabama 40-12-242](http://alisondb.legislature.state.al.us/acas/ACASLogin.asp))",2019-03-12 00:00:00 UTC,,false,23,Laws and Regulations,"",2019-05-01 16:40:48 UTC,,,,"",ELEC|PHEV,"",EVFEE|FUEL,IND,http://www.legislature.state.al.us/aliswww/default.aspx|http://alisondb.legislature.state.al.us/acas/ACASLogin.asp
12213,IA,Electric Vehicle (EV) Fee,"EV owners must pay an annual fee in addition to standard registration
fees. All-electric EV owners must pay an annual fee of \$130 and plug-in
hybrid electric vehicle owners must pay an annual fee of \$65.

(Reference [Iowa Code 321.116](http://www.legis.iowa.gov/))",2019-05-16 00:00:00 UTC,,false,56,Laws and Regulations,"",2019-05-24 21:59:56 UTC,,,,"",ELEC|PHEV,"",EVFEE|FUEL,IND,https://www.legis.iowa.gov/|http://www.legis.iowa.gov/
12216,NV,"Idle Reduction Technology, Natural Gas Vehicle, and Plug-in Electric Vehicle Weight Exemption","Any motor vehicle equipped with an auxiliary power unit or other
qualified idle reduction technology may exceed the maximum gross vehicle
weight limit by up to 550 pounds (lbs.) to compensate for the additional
weight of the idle reduction technology. Natural gas vehicles and
plug-in electric vehicles may exceed the maximum gross vehicle weight
limit for comparable conventional fuel vehicles by up to 2,000 lbs.
(Reference [Nevada Revised Statutes](https://www.leg.state.nv.us/)
484D.635)
",2019-05-15 00:00:00 UTC,,false,7,State Incentives,"",2019-06-04 17:13:57 UTC,,,,"",ELEC|IR|NG|PHEV,EXEM,"",FLEET|GOV|IND,https://www.leg.state.nv.us
12217,CA,Used Plug-In Hybrid Electric Vehicle (PHEV) Incentive - Peninsula Clean Energy (PCE),"PCE and Peninsula Family Service (PFS) offer up to \$1,000 to San Mateo
County residents for the purchase of a pre-owned EV. Low-income
residents are eligible for a rebate of up to \$6,000. Additional terms
and conditions apply. For more information, see the [PCE DriveForward
Electric](https://www.peninsulacleanenergy.com/driveforwardelectric/)
website.
",,,false,136,Utility/Private Incentives,"",2019-06-04 17:29:08 UTC,,,,"",ELEC|PHEV,OTHER|RBATE,"",IND,""
12221,NY,Smart Charging and Time-of-Use Incentives - Con Edison,"Residential customers who own an electric vehicle customers can receive
\$150 by joining the SmartCharge New York Program. Participants may earn
up to \$800 in incentives annually by installing a connected car device
provided by Con Edison that tracks driving and charging habits, and by
charging during off-peak hours. For more information, including how to
apply, see the [SmartCharge New
York](https://www.fleetcarma.com/smartchargenewyork/setup/) website.
",,,false,71,Utility/Private Incentives,"",2019-06-07 20:49:19 UTC,,,,"",ELEC|PHEV,TOU,"",IND,""
12224,WA,Alternative Fuel Vehicle (AFV) Retail Sales and Use Tax Exemption,"The sale or lease of new or used passenger vehicles, light-duty trucks,
and medium-duty passenger AFVs is exempt from the state retail sales and
use tax. Eligible AFVs include those powered by natural gas, propane,
hydrogen, or electricity. To be eligible, new vehicles may not be valued
above \$45,000 and used vehicles may not be valued above \$30,000. The
tax exemption may apply to all or a portion of the vehicle's value. The
maximum eligible amount for used purchased or leased vehicles is
\$16,000. The Maximum exemption amounts for vehicles are as follows:

::: {data-align=""center""}
  Purchase or Lease Year           Maximum New Vehicle Price Eligible for Exemption   Maximum Leased Vehicle Price Eligible for Exemption
  -------------------------------- -------------------------------------------------- -----------------------------------------------------
  August 1, 2021 - July 31, 2023   \$20,000                                           \$16,000
  August 1, 2023 - July 31, 2025   \$15,000                                           \$16,000
:::

For more information, see the Renewable Energy/Green Incentives section
of Washington Department of Revenue's [Incentives
Programs](https://dor.wa.gov/find-taxes-rates/tax-incentives/incentive-programs)
website.

(Reference [Revised Code of Washington 82.12.9999](http://apps.leg.wa.gov/rcw/))",2019-05-07 00:00:00 UTC,,false,19,State Incentives,"",2019-06-07 21:19:50 UTC,2028-08-01 00:00:00 UTC,,,"",ELEC|HY|NG|PHEV|LPG,EXEM,"",FLEET|GOV|OTHER|IND,http://leg.wa.gov/|http://apps.leg.wa.gov/rcw/|http://apps.leg.wa.gov/rcw/
12227,HI,Alternative Fuel Vehicle (AFV) Registration,"Owners of electric vehicles and AFVs must pay an annual fee of \$50, in
addition to standard registration fees. Fees contribute to the State
Highway Fund.

(Reference [Hawaii Revised Statutes 249-31](https://www.capitol.hawaii.gov/))",2019-05-06 00:00:00 UTC,,false,23,Laws and Regulations,"",2019-06-10 19:33:24 UTC,,,,"",BIOD|ETH|ELEC|HY|NG|PHEV|LPG,"",EVFEE|FUEL,FLEET|GOV|IND,https://www.capitol.hawaii.gov/|https://www.capitol.hawaii.gov/
12230,VT,Electric Vehicle (EV) Incentive,"The Vermont Agency of Transportation provides financial incentives to
low- and moderate-income residents for the purchase or lease of a new EV
with a base manufacturer's suggested retail price of \$40,000 or less,
on a first-come, first-served basis. Incentives are offered in the
following amounts:

**Tax Filing Status**

**Adjusted Gross Income (AGI) Limits for Enhanced and Standard
Incentives**

**State Incentive Amount**

**Plug-in Hybrid Electric Vehicle**

**All-Electric Vehicle**

Individual filing as single or head of household; or Married filing
separately

\$50,000 or less

\$3,000

\$4,000

\$50,001 up to \$100,000

\$1,500

\$2,500

Married filing jointly; or Individual filing as qualifying widower

\$75,000 or less

\$3,000

\$4,000

\$75,001 up to \$125,000

\$1,500

\$2,500

Incentives are limited to one per individual or married couple.
Additional terms and conditions apply. For more information, including
application and eligibility requirements, visit the [Drive Electric
Vermont](https://www.driveelectricvt.com/) website.

(Reference [Act 55, 2019](https://legislature.vermont.gov/), [Act 154, 2020](https://legislature.vermont.gov/), [Act 55, 2021](https://legislature.vermont.gov/), and [Act 184](https://legislature.vermont.gov/))",2019-06-14 00:00:00 UTC,2021-06-03 00:00:00 UTC,false,3,State Incentives,"",2021-08-11 01:31:48 UTC,,,,"",ELEC|PHEV,GNT,"",IND,https://legislature.vermont.gov/|https://legislature.vermont.gov/|https://legislature.vermont.gov/|https://legislature.vermont.gov/
12231,VT,Fuel-Efficient Vehicle and Emission Reduction Incentives,"The Vermont Agency of Transportation (VTrans) administers the High Fuel
Efficiency Used-Vehicle Program,
[MileageSmart](https://www.mileagesmartvt.org/), which provides
incentives of up to \$5,000 to replace eligible vehicles with a
pre-owned vehicle that has a U.S. Environmental Protection Agency (EPA)
combined city/highway fuel economy of at least 40 miles per gallon
(mpg).

VTrans also offers vouchers of up to \$2,500 for the repair of vehicles
that failed the on-board diagnostic (OBD) systems inspection. Eligible
vehicles for replacement include those that have failed the OBD systems
inspection or those that are more than 15 years old and have an EPA
combined city/highway fuel economy of less than 25 mpg. Eligible
vehicles for a repair voucher are those that have failed the OBD systems
inspection, require repairs that are not under warranty, and will be
able to pass the inspection once the repairs are made. For more
information on the emissions repair program, visit the VTrans [Statewide
Vehicle Incentives
Programs](https://vtrans.vermont.gov/planning/projects-programs/vehicle-incentives)
website. The emissions repair program must be operational by January 1,
2023.

(Reference [Act 59, 2019](https://legislature.vermont.gov/) and [Act 55, 2021](https://legislature.vermont.gov/))",2019-06-14 00:00:00 UTC,2021-06-03 00:00:00 UTC,false,4,State Incentives,"",2019-06-19 18:02:02 UTC,,,,"",BIOD|ETH|ELEC|HY|NG|PHEV|LPG,GNT,"",IND,https://legislature.vermont.gov/|https://legislature.vermont.gov/
12238,MD,Residential Electric Vehicle (EV) Charging Station Rebate - BGE,"Baltimore Gas and Electric (BGE) offers residential customers an annual
credit of \$50 for the purchase and installation of a Level 2 EV
charging station. To be eligible, residential customers must charge EVs
during off-peak hours. Additional terms and conditions apply. For more
information, including how to apply, see the BGE
[EVsmart](https://www.bge.com/SmartEnergy/InnovationTechnology/Pages/ElectricVehicles.aspx)
website.
",,,false,33,Utility/Private Incentives,"",2022-06-13 12:52:56 UTC,,,,"",ELEC|PHEV,RBATE,"",IND,""
12239,MD,Electric Vehicle (EV) Charging Station Rebates - Pepco,"Pepco offers customers that own or operate multifamily properties a
rebate for 100% of the cost to purchase and install eligible Level 2
smart EV charging stations, up to \$15,000 per station. Eligible
customers may receive rebates for up to two EV charging stations.
Additional terms and conditions apply. For more information, including
how to apply, see the Pepco
[EVsmart](https://www.pepco.com/SmartEnergy/InnovationTechnology/Pages/ElectricVehicleProgramMD.aspx)
website.
",,,false,73,Utility/Private Incentives,"",2022-06-13 13:03:59 UTC,,,,"",ELEC|PHEV,RBATE,"",MUD|IND,""
12240,MD,Electric Vehicle (EV) Charging Station Rebates - Delmarva Power,"Delmarva Power provides rebates to residential and multifamily customers
toward the purchase of qualified Level 2 EV charging stations. Delmarva
Power offers residential customers a \$300 rebate for a Level 2 smart EV
charging station. Only EV charging stations purchased and installed
after July 1, 2019, are eligible.

Delmarva Power offers customers that own or operate multifamily
properties a rebate for 100% of the cost to purchase and install
eligible Level 2 smart EV charging stations, up to \$15,000 per station.
Eligible customers may receive rebates for up to two EV charging
stations. Additional terms and conditions apply. For more information,
including how to apply, see the Delmarva Power
[EVsmart](https://www.delmarva.com/SmartEnergy/InnovationTechnology/Pages/ElectricVehicleProgramMD.aspx)
website.
",,,false,45,Utility/Private Incentives,"",2020-05-12 15:13:19 UTC,,,,"",ELEC|PHEV,RBATE,"",MUD|IND,""
12244,MI,Electric Vehicle (EV) Charging Station Rebate – DTE Energy,"DTE Energy offers a \$500 rebate for the installation of a Level 2 EV
charging station to qualified residential customers that purchase or
lease an electric vehicle (EV) and enroll in the [EV TOU
rates](https://afdc.energy.gov/laws/9216). For more information, see the
DTE Energy [Charging
Forward](https://newlook.dteenergy.com/wps/wcm/connect/dte-web/home/service-request/residential/electric/pev/pev-res-charge-frwd)
website.
",,,false,52,Utility/Private Incentives,"",2019-07-02 22:26:31 UTC,,,,"",ELEC|PHEV,RBATE,"",IND,""
12246,CO,Electric Vehicle (EV) Parking Regulations ,"Any vehicle that is not actively charging may not park in designated EV
charging parking spaces. An EV is presumed to not be charging if it is
parked at a charging station and is not connected to the charger for
longer than 30 minutes. Some exclusions apply, including for EVs parked
at lodging or airports, and between the hours of 11pm and 5am. The
penalty for violation is \$182. (Reference [Colorado Revised
Statutes](http://www.lexisnexis.com/hottopics/Colorado/) 42-4-1213, and
42-4-1701)

(Reference [Colorado Revised Statutes 42-1-102, 42-4-1213, and 42-4-1701](http://www.lexisnexis.com/hottopics/Colorado/))",2019-05-31 00:00:00 UTC,,false,58,Laws and Regulations,"",2019-07-02 22:34:21 UTC,,,,"",ELEC|PHEV,"",OTHER,STATION|IND,https://leg.colorado.gov/|http://www.lexisnexis.com/hottopics/Colorado/
12247,FL,All-Electric Vehicle (EV) and EV Charging Station Rebates - KUA,"Kissimmee Utility Authority (KUA) provides rebates of \$100 to
residential customers for the purchase of a new EV and \$100 for the
purchase and installation of a home EV charging station. The EV must be
registered to the customer's address and a proof of purchase is
required. The EV charging station must be installed by a licensed
electrical contractor and must meet all state and local codes. Rebates
are limited to one rebate per vehicle and one EV charging station rebate
per household. For more information, see the KUA [Rebates and
Participating
Contractors](https://kua.com/energy-conservation-and-renewables/kua-rebates-and-participating-contractors/)
website.
",,,false,38,Utility/Private Incentives,"",2019-07-09 15:06:03 UTC,,,,"",ELEC|PHEV,RBATE,"",STATION|IND,""
12254,IL,Battery Electric Vehicle (BEV) Fee,"BEV owners must pay an annual fee of \$100 in addition to standard
registration fees. A portion of the fees contribute to the Illinois Road
Fund.

(Reference [625 Illinois Compiled Statutes 5/3-805](http://www.ilga.gov/legislation/ilcs/ilcs.asp))",2019-06-28 00:00:00 UTC,,false,69,Laws and Regulations,"",2019-07-18 23:07:57 UTC,,,,"",ELEC,"",EVFEE|FUEL,FLEET|IND,http://www.ilga.gov/|http://www.ilga.gov/legislation/ilcs/ilcs.asp
12258,CA,Zero-Emission Airport Shuttle Requirement,"By 2035, all airport fixed-route shuttle fleets must transition to 100%
zero-emission vehicles (ZEVs). Zero-emission shuttle technologies
include battery-electric or fuel cell electric technologies. Starting in
2022, shuttle fleets must report the details of their vehicles to the
California Air Resources Board (CARB). Starting in 2023, if fleets
replace a ZEV shuttle, the replacement must be a ZEV. For additional
terms and conditions, see CARB's [Zero-Emission Airport
Shuttle](https://ww2.arb.ca.gov/our-work/programs/zero-emission-airport-shuttle)
website.

(Reference [Resolution Number 19-8, 2019](http://www.oal.ca.gov/))",2019-06-27 00:00:00 UTC,,false,164,Laws and Regulations,"",2019-07-24 19:21:56 UTC,,,,"",ELEC|HY,"",REQ|AIRQEMISSIONS,GOV|IND,http://www.oal.ca.gov/
12260,LA,Electric Equipment and Electric Vehicle (EV) Charging Station Incentive - Entergy,"Qualified Entergy customers are eligible to receive \$250 for the
purchase of a Level 2 EV charging station.. For more information,
including eligible technologies, see the Entergy
[eTech](https://entergyetech.com/) website.
",,,false,30,Utility/Private Incentives,"",2019-08-05 15:39:19 UTC,,,,"",ELEC,OTHER,"",STATION|FLEET|IND,""
12262,TX,Electric Equipment and Electric Vehicle (EV) Charging Station Incentive - Entergy,"Qualified Entergy customers are eligible to receive incentives in
varying amounts for the purchase of select on- and off-road electric
vehicles and Level 2 EV charging stations. For more information,
including eligible technologies, see the Entergy
[eTech](https://entergyetech.com/) website.
",,,false,66,Utility/Private Incentives,"",2019-08-05 15:44:40 UTC,,,,"",ELEC,OTHER,"",STATION|FLEET|IND,""
12264,WI,Electric Vehicle (EV) Time-Of-Use (TOU) Rate – Madison Gas and Electric (MGE),"MGE offers a TOU rate for customers that own an EV. For more
information, see the [MGE Shift &
Save](https://www.mge.com/our-environment/electric-vehicles/shift-save)
website.
",,,false,100,Utility/Private Incentives,"",2019-08-05 17:31:26 UTC,,,,"",ELEC|PHEV,OTHER,"",STATION|PURCH|IND,""
12267,MN,Electric Vehicle (EV) Charging Station Rebate and Time-Of-Use Rate - Otter Tail Power,"Otter Tail Power Company offers a TOU rate to residential customers with
electric vehicles (EV). The TOU rate only applies to electricity used to
charge the EV.

Otter Tail Power Company also offers a \$400 rebate for the installation
of a Level 2 EV charging station.

For more information, see the Otter Tail Power Company
[EVs](https://www.otpco.com/ways-to-save/electric-vehicles/) website.
",,,false,20,Utility/Private Incentives,"",2019-08-06 17:06:12 UTC,,,,"",ELEC|PHEV,RBATE|TOU,"",STATION|IND,""
12268,KS,Electric Vehicle (EV) and Hybrid Electric Vehicle (HEV) Fees,"Beginning January 1, 2020, the annual registration fee for EVs is \$100
and \$50 for plug-in hybrid electric vehicles and HEVs.

(Reference [Kansas Statutes 8-143](http://www.kslegislature.org/li/))",2019-04-18 00:00:00 UTC,,false,58,Laws and Regulations,"",2019-08-07 15:57:22 UTC,,,,"",ELEC|HEV|PHEV,"",EVFEE|FUEL,FLEET|GOV|IND,http://www.kslegislature.org/li/|http://www.kslegislature.org/li/
12272,MI,Residential Electric Vehicle (EV) Charging Station Rebate - Consumers Energy,"The Consumers Energy PowerMIDrive program offers rebates to residential
customers who install Level 2 or direct current fast charging (DCFC)
stations. Residential customers are eligible for a \$500 rebate to
install a qualified Level 2 EV charging station. Rebates are available
on a first-come, first-served basis. For more information, see the
[PowerMIDrive](https://www.consumersenergy.com/residential/programs-and-services/electric-vehicles/powermidrive?utm_campaign=powermidrive&utm_source=powermidrive&utm_medium=vanity-url&utm_content=powermidrive)
website.
",,,false,38,Utility/Private Incentives,"",2019-09-05 13:49:26 UTC,,,,"",ELEC|PHEV,RBATE,"",STATION|FLEET|IND,""
12275,ME,Electric Vehicle (EV) Rebates,"Efficiency Maine's EV Accelerator provides rebates to Maine residents,
businesses, government entities, and tribal governments for the purchase
or lease of a new EV or plug-in hybrid electric vehicle (PHEV) at
participating Maine dealerships. Rebate amounts are based on participant
type:

::: {data-align=""center""}
  Type of Vehicle   Individuals, Businesses, Organizations   Qualified Low-Income Maine Resident   Maine Governmental Entity or Tribal Government   Non-Profit Organizations
  ----------------- ---------------------------------------- ------------------------------------- ------------------------------------------------ --------------------------
  EV                \$2,000                                  \$5,500                               \$7,500                                          \$7,500
  PHEV              \$1,000                                  \$4,000                               \$2,000                                          \$2,000
:::

Qualified low-income residents are also eligible for a rebate of up to
\$2,500 for the purchase of a used EV or PHEV. Vehicles must be
purchased or leased between December 21, 2020, and August 31, 2022. The
program is funded by Maine's portion of the [Volkswagen (VW)
Environmental Mitigation
Trust](https://www.epa.gov/enforcement/volkswagen-clean-air-act-civil-settlement).
For more information, including eligible vehicles and preapproval
requirements, see Efficiency Maine's [Electric Vehicle
Initiatives](https://www.efficiencymaine.com/ev/) website.

(Reference [Maine Revised Statutes Title 35-A, Section 10126](http://www.mainelegislature.org/legis/statutes/))",2019-06-10 00:00:00 UTC,,false,3,State Incentives,"",2019-09-06 21:02:42 UTC,,,,"",ELEC|PHEV,RBATE,"",FLEET|GOV|OTHER|IND|TRIBAL,http://www.mainelegislature.org/legis/statutes/|http://legislature.maine.gov/
12277,NV,Electric Vehicle (EV) Parking Space Regulation,"An individual may not park a motor vehicle within any parking space
specifically designated for charging EVs. To use the parking space, EVs
must be actively charging. Violators may receive a fine of up to \$750.
(Reference [Nevada Revised Statutes](https://www.leg.state.nv.us/)
484B.468)
",2019-05-29 00:00:00 UTC,,false,80,Laws and Regulations,"",2019-09-10 01:29:18 UTC,,,,"",ELEC|PHEV,"",OTHER,FLEET|GOV|IND,https://www.leg.state.nv.us/
12280,CT,Electric Vehicle (EV) Parking Requirement ,"An individual may not park a motor vehicle in a parking space equipped
with a public charging station unless that vehicle is a EV. An
infraction applies for non-EVs that park in spaces with public charging
stations.

(Reference [Connecticut General Statutes 16-19ggg](http://www.cga.ct.gov/))",2019-07-12 00:00:00 UTC,,false,125,Laws and Regulations,"",2019-09-10 21:08:48 UTC,,,,"",ELEC|PHEV,"",OTHER,IND,https://www.cga.ct.gov/asp/cgabillstatus/cgabillstatus.asp?selBillType=Bill&bill_num=HB-7140|https://www.cga.ct.gov/2019/act/pa/pdf/2019PA-00161-R00HB-07140-PA.pdf|http://www.cga.ct.gov/
12281,CT,Electric Vehicle (EV) and EV Charging Station Rebates - Norwich Public Utilities,"Norwich Public Utilities (NPU) offers rebates eligible customers for the
purchase or lease of a new or previously-owned EV and the purchase and
installation of a qualified EV charging station. Rebates are available
in the following amounts:

Vehicle Type

Rebate Amount

New Plug-In Hybrid Electric Vehicle

\$500

New EV

\$1,000

Used EV, Model Year (MY) 2019 or newer

\$250

Used EV, MY 2019 or newer

\$500

EV Charging Station Type

Rebate Amount

Residential Level 2

\$1,000

Commercial, workplace or multifamily Level 2

\$3,000

Commercial, public Level 2

\$4,000

For more information, including eligibility requirements and how to
apply, see the NPU [Electric Vehicle and Charging Rebate
Program](https://norwichpublicutilities.com/residential/electric-vehicle-charging-rebate-program/)
website.
",,,false,33,Utility/Private Incentives,"",2019-09-10 21:10:46 UTC,,,,"",ELEC|PHEV,RBATE,"",STATION|IND,""
