"answerCount","creationTime","id","originalTitle","qid","title","url"
"2","2023-05-31T15:44:08.970Z","UXVlc3Rpb25AMDoxNjE1MDc0NDM=","{""sections"": [{""spans"": [{""text"": ""In your opinion, what role should governments play in supporting the growth of electric and hybrid vehicle production and sales?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","161507443","In your opinion, what role should governments play in supporting the growth of electric and hybrid vehicle production and sales?","https://www.quora.com/In-your-opinion-what-role-should-governments-play-in-supporting-the-growth-of-electric-and-hybrid-vehicle-production-and-sales"
"0","2023-06-21T20:29:53.731Z","UXVlc3Rpb25AMDoxNjMwNTkxMTE=","{""sections"": [{""spans"": [{""text"": ""How important is in-vehicle software and positive customer opinion for electric vehicle brands like Rivian?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","163059111","How important is in-vehicle software and positive customer opinion for electric vehicle brands like Rivian?","https://www.quora.com/unanswered/How-important-is-in-vehicle-software-and-positive-customer-opinion-for-electric-vehicle-brands-like-Rivian"
"0","2022-10-13T13:29:05.413Z","UXVlc3Rpb25AMDoxMzM2MzUwNDI=","{""sections"": [{""spans"": [{""text"": ""Do you have an opinion on the new Audi A3 e-tron electric vehicle? How does it compare to the Tesla Model S in performance (acceleration, handling, etc.)?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","133635042","Do you have an opinion on the new Audi A3 e-tron electric vehicle? How does it compare to the Tesla Model S in performance (acceleration, handling, etc.)?","https://www.quora.com/unanswered/Do-you-have-an-opinion-on-the-new-Audi-A3-e-tron-electric-vehicle-How-does-it-compare-to-the-Tesla-Model-S-in-performance-acceleration-handling-etc"
"2","2023-05-08T02:55:28.323Z","UXVlc3Rpb25AMDoxNTk5MzY4MTI=","{""sections"": [{""spans"": [{""text"": ""What is your opinion on Tesla's electric vehicles (EVs) compared to Porsche and Audi's EVs? Do you think they are good enough to replace gas-powered vehicles like Porsche or Audi in the long term?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","159936812","What is your opinion on Tesla's electric vehicles (EVs) compared to Porsche and Audi's EVs? Do you think they are good enough to replace gas-powered vehicles like Porsche or Audi in the long term?","https://www.quora.com/What-is-your-opinion-on-Teslas-electric-vehicles-EVs-compared-to-Porsche-and-Audis-EVs-Do-you-think-they-are-good-enough-to-replace-gas-powered-vehicles-like-Porsche-or-Audi-in-the-long-term"
"44","2017-11-12T13:20:39.889Z","UXVlc3Rpb25AMDoyMDYxNjEzMg==","{""sections"": [{""spans"": [{""text"": ""Is blood a tissue?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","20616132","Is blood a tissue?","https://www.quora.com/Is-blood-a-tissue"
"260","2015-09-12T12:08:10.636Z","UXVlc3Rpb25AMDo1MjQ0NjMw","{""sections"": [{""spans"": [{""text"": ""Is it possible that God, or what was before the Big Bang, is so different from our reality that it'd be impossible for us to even imagine how it all works?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","5244630","Is it possible that God, or what was before the Big Bang, is so different from our reality that it'd be impossible for us to even imagine how it all works?","https://www.quora.com/Is-it-possible-that-God-or-what-was-before-the-Big-Bang-is-so-different-from-our-reality-that-itd-be-impossible-for-us-to-even-imagine-how-it-all-works"
"241","2012-03-20T17:56:50.578Z","UXVlc3Rpb25AMDo2MDc5MDA=","{""sections"": [{""spans"": [{""text"": ""What is the root problem in US politics?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","607900","What is the root problem in US politics?","https://www.quora.com/What-is-the-root-problem-in-US-politics"
"149","2010-06-25T15:19:17.257Z","UXVlc3Rpb25AMDozNzQyMg==","{""sections"": [{""spans"": [{""text"": ""Is the value of the U.S. dollar going to collapse? Why or why not?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","37422","Is the value of the U.S. dollar going to collapse? Why or why not?","https://www.quora.com/Is-the-value-of-the-U-S-dollar-going-to-collapse-Why-or-why-not"
"96","2017-03-14T14:08:33.937Z","UXVlc3Rpb25AMDoxMzYwMjI5Mw==","{""sections"": [{""spans"": [{""text"": ""Is it true that only a fiance or wife can ask for a leave request for a US soldier?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","13602293","Is it true that only a fiance or wife can ask for a leave request for a US soldier?","https://www.quora.com/Is-it-true-that-only-a-fiance-or-wife-can-ask-for-a-leave-request-for-a-US-soldier"
"28","2017-11-04T01:50:32.407Z","UXVlc3Rpb25AMDoyMDMyODA2NQ==","{""sections"": [{""spans"": [{""text"": ""Does a photon instantaneously gain the speed of light or do they accelerate from 0?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","20328065","Does a photon instantaneously gain the speed of light or do they accelerate from 0?","https://www.quora.com/Does-a-photon-instantaneously-gain-the-speed-of-light-or-do-they-accelerate-from-0"
"68","2015-11-02T02:13:52.850Z","UXVlc3Rpb25AMDo1NzQxNTE1","{""sections"": [{""spans"": [{""text"": ""Why is China building islands so close to US military bases?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","5741515","Why is China building islands so close to US military bases?","https://www.quora.com/Why-is-China-building-islands-so-close-to-US-military-bases"
"57","2012-07-24T18:01:15.360Z","UXVlc3Rpb25AMDo3MTk5MTU=","{""sections"": [{""spans"": [{""text"": ""How do people outside the US view Romney and Obama? Obama was originally viewed favorably outside the US, has that changed over time? How is Romney viewed overseas? Do different groups outside the US have clear preferences between the candidates?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","719915","How do people outside the US view Romney and Obama? Obama was originally viewed favorably outside the US, has that changed over time? How is Romney viewed overseas? Do different groups outside the US have clear preferences between the candidates?","https://www.quora.com/How-do-people-outside-the-US-view-Romney-and-Obama-Obama-was-originally-viewed-favorably-outside-the-US-has-that-changed-over-time-How-is-Romney-viewed-overseas-Do-different-groups-outside-the-US-have-clear-preferences-between-the-candidates"
"103","2016-07-19T02:58:15.938Z","UXVlc3Rpb25AMDo5Mjc2ODg0","{""sections"": [{""spans"": [{""text"": ""In what ways is Russia better than the United States? What could the US learn from Russia?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","9276884","In what ways is Russia better than the United States? What could the US learn from Russia?","https://www.quora.com/In-what-ways-is-Russia-better-than-the-United-States-What-could-the-US-learn-from-Russia"
"248","2017-07-19T01:48:41.661Z","UXVlc3Rpb25AMDoxNzIzNzE5NA==","{""sections"": [{""spans"": [{""text"": ""How can I tell if someone is really a US Army soldier?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","17237194","How can I tell if someone is really a US Army soldier?","https://www.quora.com/How-can-I-tell-if-someone-is-really-a-US-Army-soldier"
"174","2014-07-22T21:58:27.743Z","UXVlc3Rpb25AMDoyMjA0Nzg5","{""sections"": [{""spans"": [{""text"": ""I am currently not a US citizen. What do I need to do in order to join the US Military?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","2204789","I am currently not a US citizen. What do I need to do in order to join the US Military?","https://www.quora.com/I-am-currently-not-a-US-citizen-What-do-I-need-to-do-in-order-to-join-the-US-Military"
"185","2016-02-22T04:40:43.974Z","UXVlc3Rpb25AMDo3MDYwMzc5","{""sections"": [{""spans"": [{""text"": ""What is the most bizarre lawsuit you know that ever happened in the US?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","7060379","What is the most bizarre lawsuit you know that ever happened in the US?","https://www.quora.com/What-is-the-most-bizarre-lawsuit-you-know-that-ever-happened-in-the-US"
"454","2012-01-22T22:46:01.016Z","UXVlc3Rpb25AMDo1NTY4NTc=","{""sections"": [{""spans"": [{""text"": ""What is wrong with the current education system in the US?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","556857","What is wrong with the current education system in the US?","https://www.quora.com/What-is-wrong-with-the-current-education-system-in-the-US"
"274","2015-10-13T03:16:00.225Z","UXVlc3Rpb25AMDo1NTUzMTk2","{""sections"": [{""spans"": [{""text"": ""Will there be recession in USA?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","5553196","Will there be recession in USA?","https://www.quora.com/Will-there-be-recession-in-USA"
"108","2014-08-14T14:13:38.315Z","UXVlc3Rpb25AMDoyMjk0NTYw","{""sections"": [{""spans"": [{""text"": ""Why is Israel so important to the US?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","2294560","Why is Israel so important to the US?","https://www.quora.com/Why-is-Israel-so-important-to-the-US"
"228","2016-04-18T15:06:20.042Z","UXVlc3Rpb25AMDo3ODIwMTk0","{""sections"": [{""spans"": [{""text"": ""Do we control our thoughts or do our thoughts control us?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","7820194","Do we control our thoughts or do our thoughts control us?","https://www.quora.com/Do-we-control-our-thoughts-or-do-our-thoughts-control-us"
"431","2017-10-30T03:52:12.655Z","UXVlc3Rpb25AMDoyMDE3ODM1MA==","{""sections"": [{""spans"": [{""text"": ""What\u2019s okay in the USA but not in the UK?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","20178350","What’s okay in the USA but not in the UK?","https://www.quora.com/What%E2%80%99s-okay-in-the-USA-but-not-in-the-UK"
"200","2016-01-06T08:57:21.488Z","UXVlc3Rpb25AMDo2NDUwODc4","{""sections"": [{""spans"": [{""text"": ""Is social media making us more anti-social?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","6450878","Is social media making us more anti-social?","https://www.quora.com/Is-social-media-making-us-more-anti-social"
"110","2018-06-30T22:31:15.207Z","UXVlc3Rpb25AMDozMDYyNTkzNQ==","{""sections"": [{""spans"": [{""text"": ""Why do many people (including the Americans who left the US) say that living in the US is hard and that leaving the country was the best choice they ever made?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","30625935","Why do many people (including the Americans who left the US) say that living in the US is hard and that leaving the country was the best choice they ever made?","https://www.quora.com/Why-do-many-people-including-the-Americans-who-left-the-US-say-that-living-in-the-US-is-hard-and-that-leaving-the-country-was-the-best-choice-they-ever-made"
"59","2015-08-06T14:57:40.713Z","UXVlc3Rpb25AMDo0ODQ0OTkz","{""sections"": [{""spans"": [{""text"": ""Would a rejection of the Iran nuclear deal by the US Congress be a vote for war?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","4844993","Would a rejection of the Iran nuclear deal by the US Congress be a vote for war?","https://www.quora.com/Would-a-rejection-of-the-Iran-nuclear-deal-by-the-US-Congress-be-a-vote-for-war"
"2","2020-09-15T10:30:23.371Z","UXVlc3Rpb25AMDo3NzkxNzY5Nw==","{""sections"": [{""spans"": [{""text"": ""Like the electric vehicles whether any possibilities for \""electric flights\""? If it is not possible now, then, is it never possible or the technological advancement will make it possible sometime in the future, what is your opinion?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","77917697","Like the electric vehicles whether any possibilities for \","https://www.quora.com/Like-the-electric-vehicles-whether-any-possibilities-for-electric-flights-If-it-is-not-possible-now-then-is-it-never-possible-or-the-technological-advancement-will-make-it-possible-sometime-in-the-future-what-is"
"1","2022-12-03T18:12:08.599Z","UXVlc3Rpb25AMDoxNDE0OTYwOTM=","{""sections"": [{""spans"": [{""text"": ""What is your opinion on the idea that all electric vehicle (EV) charging stations should use the same connector, so that people with different brands of EVs wouldn't have to worry about compatibility issues?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","141496093","What is your opinion on the idea that all electric vehicle (EV) charging stations should use the same connector, so that people with different brands of EVs wouldn't have to worry about compatibility issues?","https://www.quora.com/What-is-your-opinion-on-the-idea-that-all-electric-vehicle-EV-charging-stations-should-use-the-same-connector-so-that-people-with-different-brands-of-EVs-wouldnt-have-to-worry-about-compatibility-issues"
"1","2023-06-27T23:21:35.601Z","UXVlc3Rpb25AMDoxNjM1MDczNTk=","{""sections"": [{""spans"": [{""text"": ""In your opinion, how long will it take for North America to become a convenient place for electric vehicle owners, considering current efforts and investments?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","163507359","In your opinion, how long will it take for North America to become a convenient place for electric vehicle owners, considering current efforts and investments?","https://www.quora.com/In-your-opinion-how-long-will-it-take-for-North-America-to-become-a-convenient-place-for-electric-vehicle-owners-considering-current-efforts-and-investments"
"0","2022-08-13T18:33:01.716Z","UXVlc3Rpb25AMDoxMjU5MDI0MzA=","{""sections"": [{""spans"": [{""text"": ""What is your opinion on the Arcimoto SRK three-wheeled electric vehicle? If it was available to you at a reasonable price, would you purchase one for yourself or for your family members? Why or why not?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","125902430","What is your opinion on the Arcimoto SRK three-wheeled electric vehicle? If it was available to you at a reasonable price, would you purchase one for yourself or for your family members? Why or why not?","https://www.quora.com/unanswered/What-is-your-opinion-on-the-Arcimoto-SRK-three-wheeled-electric-vehicle-If-it-was-available-to-you-at-a-reasonable-price-would-you-purchase-one-for-yourself-or-for-your-family-members-Why-or-why-not"
"1","2022-10-26T08:45:50.421Z","UXVlc3Rpb25AMDoxMzU2Nzg0MDk=","{""sections"": [{""spans"": [{""text"": ""What is your opinion on Tesla versus other electric vehicles like Nissan Leaf, Chevy Bolt, etc.? If money was not an issue, which one would you choose and why?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","135678409","What is your opinion on Tesla versus other electric vehicles like Nissan Leaf, Chevy Bolt, etc.? If money was not an issue, which one would you choose and why?","https://www.quora.com/What-is-your-opinion-on-Tesla-versus-other-electric-vehicles-like-Nissan-Leaf-Chevy-Bolt-etc-If-money-was-not-an-issue-which-one-would-you-choose-and-why"
"0","2021-08-26T07:48:18.354Z","UXVlc3Rpb25AMDo5ODkxNDA5MA==","{""sections"": [{""spans"": [{""text"": ""I\u2019d like to hear opinions about the movement towards all electric vehicles. The U.S. government has put very aggressive timetables and targets on this initiative, and car manufacturers seem to be all in on it now because of Tesla. What do you think?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","98914090","I’d like to hear opinions about the movement towards all electric vehicles. The U.S. government has put very aggressive timetables and targets on this initiative, and car manufacturers seem to be all in on it now because of Tesla. What do you think?","https://automobile.quora.com/I-d-like-to-hear-opinions-about-the-movement-towards-all-electric-vehicles-The-U-S-government-has-put-very-aggressive"
"1","2023-06-12T19:27:09.813Z","UXVlc3Rpb25AMDoxNjIzNzY4Mjc=","{""sections"": [{""spans"": [{""text"": ""What is your opinion on the Treasury Department's attempt to circumvent the Inflation reduction Act's language requiring domestic content in electric vehicle battery components?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","162376827","What is your opinion on the Treasury Department's attempt to circumvent the Inflation reduction Act's language requiring domestic content in electric vehicle battery components?","https://www.quora.com/What-is-your-opinion-on-the-Treasury-Departments-attempt-to-circumvent-the-Inflation-reduction-Acts-language-requiring-domestic-content-in-electric-vehicle-battery-components"
"1","2023-06-08T13:25:07.512Z","UXVlc3Rpb25AMDoxNjIwNzgyNjA=","{""sections"": [{""spans"": [{""text"": ""What is your opinion on the White House's focus on electric vehicles, as expressed by the United Auto Workers' decision to withhold their endorsement?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","162078260","What is your opinion on the White House's focus on electric vehicles, as expressed by the United Auto Workers' decision to withhold their endorsement?","https://www.quora.com/What-is-your-opinion-on-the-White-Houses-focus-on-electric-vehicles-as-expressed-by-the-United-Auto-Workers-decision-to-withhold-their-endorsement"
"1","2023-02-12T08:32:46.900Z","UXVlc3Rpb25AMDoxNTI5NzQ5MTc=","{""sections"": [{""spans"": [{""text"": ""What is your opinion on the future of charging electric vehicles (EVs), and how do we get there from where we are now?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","152974917","What is your opinion on the future of charging electric vehicles (EVs), and how do we get there from where we are now?","https://www.quora.com/What-is-your-opinion-on-the-future-of-charging-electric-vehicles-EVs-and-how-do-we-get-there-from-where-we-are-now"
"2","2022-12-11T22:03:48.336Z","UXVlc3Rpb25AMDoxNDI3ODcwNDE=","{""sections"": [{""spans"": [{""text"": ""What are your thoughts on the Tesla Model S? Do you think it's overpriced? If so, why? And which electric vehicle do you believe is better? What makes it better in your opinion?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","142787041","What are your thoughts on the Tesla Model S? Do you think it's overpriced? If so, why? And which electric vehicle do you believe is better? What makes it better in your opinion?","https://www.quora.com/What-are-your-thoughts-on-the-Tesla-Model-S-Do-you-think-its-overpriced-If-so-why-And-which-electric-vehicle-do-you-believe-is-better-What-makes-it-better-in-your-opinion"
"2","2022-11-18T23:13:11.007Z","UXVlc3Rpb25AMDoxMzkwOTY1NDE=","{""sections"": [{""spans"": [{""text"": ""What is your opinion on electric vehicles (EVs)? Do you think they have the potential to be used as daily drivers, or are they better suited for shorter distances like commuting to work and back home? Why or why not?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","139096541","What is your opinion on electric vehicles (EVs)? Do you think they have the potential to be used as daily drivers, or are they better suited for shorter distances like commuting to work and back home? Why or why not?","https://www.quora.com/What-is-your-opinion-on-electric-vehicles-EVs-Do-you-think-they-have-the-potential-to-be-used-as-daily-drivers-or-are-they-better-suited-for-shorter-distances-like-commuting-to-work-and-back-home-Why-or-why-not"
"0","2023-05-25T20:03:05.575Z","UXVlc3Rpb25AMDoxNjEwOTkyOTg=","{""sections"": [{""spans"": [{""text"": ""What is your opinion on Ford CEO Jim Farley's statement that Chinese electric vehicle makers are its main rivals in the sector?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","161099298","What is your opinion on Ford CEO Jim Farley's statement that Chinese electric vehicle makers are its main rivals in the sector?","https://www.quora.com/unanswered/What-is-your-opinion-on-Ford-CEO-Jim-Farleys-statement-that-Chinese-electric-vehicle-makers-are-its-main-rivals-in-the-sector"
"0","2023-06-13T13:09:00.086Z","UXVlc3Rpb25AMDoxNjI0MzEwODc=","{""sections"": [{""spans"": [{""text"": ""What is your opinion on the decision made by Skytree's CEO to shift the company's focus from electric vehicles to greenhouses?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","162431087","What is your opinion on the decision made by Skytree's CEO to shift the company's focus from electric vehicles to greenhouses?","https://www.quora.com/unanswered/What-is-your-opinion-on-the-decision-made-by-Skytrees-CEO-to-shift-the-companys-focus-from-electric-vehicles-to-greenhouses"
"1","2022-10-27T16:46:25.580Z","UXVlc3Rpb25AMDoxMzU5MDAxNTE=","{""sections"": [{""spans"": [{""text"": ""What is Elon Musk's opinion on the new Volkswagen I.D.? Will this make electric vehicles (EVs) obsolete soon or not at all?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","135900151","What is Elon Musk's opinion on the new Volkswagen I.D.? Will this make electric vehicles (EVs) obsolete soon or not at all?","https://www.quora.com/What-is-Elon-Musks-opinion-on-the-new-Volkswagen-I-D-Will-this-make-electric-vehicles-EVs-obsolete-soon-or-not-at-all"
"1","2023-06-10T19:39:59.130Z","UXVlc3Rpb25AMDoxNjIyMzk2OTk=","{""sections"": [{""spans"": [{""text"": ""In your opinion, what factors should be considered when choosing between a Tesla Model 3 or Model Y and other affordable electric vehicles like the ones listed in the article?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","162239699","In your opinion, what factors should be considered when choosing between a Tesla Model 3 or Model Y and other affordable electric vehicles like the ones listed in the article?","https://www.quora.com/In-your-opinion-what-factors-should-be-considered-when-choosing-between-a-Tesla-Model-3-or-Model-Y-and-other-affordable-electric-vehicles-like-the-ones-listed-in-the-article"
"5","2023-01-01T13:50:23.441Z","UXVlc3Rpb25AMDoxNDU5MjA0MDg=","{""sections"": [{""spans"": [{""text"": ""What is your opinion on the future of the internal combustion car? Do you think they will still be around in ten years? If so, why would anyone buy an electric vehicle (EV) if they can get gas for cheap and EVs are more expensive to maintain/repair?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","145920408","What is your opinion on the future of the internal combustion car? Do you think they will still be around in ten years? If so, why would anyone buy an electric vehicle (EV) if they can get gas for cheap and EVs are more expensive to maintain/repair?","https://www.quora.com/What-is-your-opinion-on-the-future-of-the-internal-combustion-car-Do-you-think-they-will-still-be-around-in-ten-years-If-so-why-would-anyone-buy-an-electric-vehicle-EV-if-they-can-get-gas-for-cheap-and-EVs-are-more"
"0","2022-12-08T10:00:51.380Z","UXVlc3Rpb25AMDoxNDIyNDI5Mjc=","{""sections"": [{""spans"": [{""text"": ""Do you have an opinion on lucid Motors and their electric vehicle technology?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","142242927","Do you have an opinion on lucid Motors and their electric vehicle technology?","https://www.quora.com/unanswered/Do-you-have-an-opinion-on-lucid-Motors-and-their-electric-vehicle-technology"
"0","2022-12-27T13:17:43.774Z","UXVlc3Rpb25AMDoxNDUxNzM4MTY=","{""sections"": [{""spans"": [{""text"": ""What is the earliest known example of positive public opinion on electric vehicles (or EVs)?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","145173816","What is the earliest known example of positive public opinion on electric vehicles (or EVs)?","https://www.quora.com/unanswered/What-is-the-earliest-known-example-of-positive-public-opinion-on-electric-vehicles-or-EVs"
"0","2023-05-31T04:03:05.201Z","UXVlc3Rpb25AMDoxNjE0NjcyNTg=","{""sections"": [{""spans"": [{""text"": ""What is your opinion on Foxconn's plan to expand into electric vehicles?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","161467258","What is your opinion on Foxconn's plan to expand into electric vehicles?","https://www.quora.com/unanswered/What-is-your-opinion-on-Foxconns-plan-to-expand-into-electric-vehicles"
"0","2023-06-01T13:47:55.938Z","UXVlc3Rpb25AMDoxNjE1NzYxMzg=","{""sections"": [{""spans"": [{""text"": ""What is your opinion on China's electric vehicle market and its potential for growth?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","161576138","What is your opinion on China's electric vehicle market and its potential for growth?","https://www.quora.com/unanswered/What-is-your-opinion-on-Chinas-electric-vehicle-market-and-its-potential-for-growth"
"347","2021-07-13T22:38:33.584Z","UXVlc3Rpb25AMDo5NjI0NjQwNg==","{""sections"": [{""spans"": [{""text"": ""Humans are practically defenseless. Why don't wild animals attack us more?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","96246406","Humans are practically defenseless. Why don't wild animals attack us more?","https://www.quora.com/Humans-are-practically-defenseless-Why-dont-wild-animals-attack-us-more-2"
"65","2020-09-04T01:32:31.185Z","UXVlc3Rpb25AMDo3NzM1NjQ2NA==","{""sections"": [{""spans"": [{""text"": ""Why has the video game Among Us become so popular recently?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","77356464","Why has the video game Among Us become so popular recently?","https://www.quora.com/Why-has-the-video-game-Among-Us-become-so-popular-recently"
"199","2014-03-05T12:04:39.861Z","UXVlc3Rpb25AMDoxNjgzNjUw","{""sections"": [{""spans"": [{""text"": ""Is there any possibility that the aliens are also living on Earth like humans?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","1683650","Is there any possibility that the aliens are also living on Earth like humans?","https://www.quora.com/Is-there-any-possibility-that-the-aliens-are-also-living-on-Earth-like-humans"
"79","2014-03-23T14:45:46.112Z","UXVlc3Rpb25AMDoxNzMyMjE2","{""sections"": [{""spans"": [{""text"": ""In what ways is your country better than the US?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","1732216","In what ways is your country better than the US?","https://www.quora.com/In-what-ways-is-your-country-better-than-the-US"
"1202","2016-11-09T07:39:24.729Z","UXVlc3Rpb25AMDoxMTA4NDM2Ng==","{""sections"": [{""spans"": [{""text"": ""How did Donald Trump win the 2016 Presidential Election?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","11084366","How did Donald Trump win the 2016 Presidential Election?","https://www.quora.com/How-did-Donald-Trump-win-the-2016-Presidential-Election"
"279","2018-02-25T06:32:35.995Z","UXVlc3Rpb25AMDoyNDU3NjcwMg==","{""sections"": [{""spans"": [{""text"": ""If guns were banned in the US, what effort would it take to confiscate all of the guns in the US?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","24576702","If guns were banned in the US, what effort would it take to confiscate all of the guns in the US?","https://www.quora.com/If-guns-were-banned-in-the-US-what-effort-would-it-take-to-confiscate-all-of-the-guns-in-the-US"
"385","2015-06-06T15:33:09.828Z","UXVlc3Rpb25AMDo0MjU1OTcx","{""sections"": [{""spans"": [{""text"": ""Has the United States ever lost a war?"", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","4255971","Has the United States ever lost a war?","https://www.quora.com/Has-the-United-States-ever-lost-a-war"
"404","2019-01-16T13:51:03.021Z","UXVlc3Rpb25AMDo0MDc2MTgwNQ==","{""sections"": [{""spans"": [{""text"": ""Why does the US think it can beat Russia in an all-out war? Even with all of NATO backing the US, Russia is still too strong with 20 thousand tanks."", ""modifiers"": {}}], ""indent"": 0, ""quoted"": false, ""type"": ""plain"", ""is_rtl"": false}]}","40761805","Why does the US think it can beat Russia in an all-out war? Even with all of NATO backing the US, Russia is still too strong with 20 thousand tanks.","https://www.quora.com/Why-does-the-US-think-it-can-beat-Russia-in-an-all-out-war-Even-with-all-of-NATO-backing-the-US-Russia-is-still-too-strong-with-20-thousand-tanks"
